credit_score,vehicle_ownership,married,children,speeding_violations,duis,past_accidents,outcome,16-25,26-39,40-64,65+,female,male,0-9y,10-19y,20-29y,30y+,high school,none,university,middle class,poverty,upper class,working class,after 2015,before 2015,sedan,sports car
0.2577256896,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0.4420366894,1,1,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.613827,1,1,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.6964039617,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
0.459412509,1,0,1,4,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.613827,1,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.2841577772,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.3980314872,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
0.3615604123,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.5355008932,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
0.6467628274,1,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.3399678397,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
0.275626905,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.6999932296,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
0.380505476,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.3511035912,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.7251812827,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
0.4722447577,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.6261051802,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.514246991,1,1,1,4,2,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.4642025831,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.5990587121,1,1,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
0.4399963828,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0.2174647667,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.525493572,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
0.3237857432,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
0.6014435614,1,0,0,10,0,5,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0
0.6214602995,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.613827,1,1,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
0.5163347418,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
0.613827,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.7280756018,1,1,0,4,1,3,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
0.2501384621,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
0.7181039284,1,1,1,3,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
0.5378340345,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
0.5833632162,1,0,0,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
0.3847849477,1,0,1,2,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
0.4102339632,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
0.4530676522,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
0.7244673309,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.4895937411,1,0,1,4,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.2081472268,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.6342967367,1,1,1,1,0,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.6766984099,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.375915772,1,1,1,3,1,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
0.5571292365,1,1,1,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
0.6897682643,1,1,1,4,0,5,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.604606835,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.6665366387,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.2829020455,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
0.5893197551,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.5558794524,1,1,1,2,0,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.4967894721,0,0,1,0,1,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
0.5508246124,1,1,1,5,3,6,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
0.3675225984,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
0.5055744727,1,1,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
0.624725979,1,1,1,7,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
0.7721303904,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
0.6800309609,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.5190950268,1,1,1,4,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.6327674336,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
0.4255980967,0,0,1,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
0.6594679535,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0.3821250573,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.7074107234,1,1,1,3,1,3,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
0.4990390378,1,0,1,2,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
0.7212380735,1,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
0.6653927395,1,1,1,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.4162529757,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.5667840942,1,1,1,1,2,6,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
0.386101692,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.4345202322,0,0,1,2,0,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
0.5996274551,1,0,1,3,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.7210573218,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
0.431929,1,1,1,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.5561182929,1,0,1,2,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
0.5099246044,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
0.508460756,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.4764298214,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
0.4280887922,1,1,0,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
0.296903966,1,1,1,4,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
0.5871469214,1,1,1,3,1,7,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.38415855,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
0.2971204127,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
0.3184620888,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
0.321236381,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
0.4106956974,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.6050701843,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
0.585057188,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
0.4685393781,1,0,0,3,0,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
0.613827,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
0.4720419042,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.4219290812,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.3463077215,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.613827,1,1,1,3,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
0.5218318581,0,1,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
0.583084692,0,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
0.6782940746,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
0.523659,1,0,1,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
0.5775510941,1,0,1,3,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
0.5218719134,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
0.4016022304,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.5030899604,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
0.626297203,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.4867759212,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
0.6159765128,1,1,1,3,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
0.5175717109,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
0.5771463963,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
0.5063018993,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
0.3947155817,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
0.5622345562,0,1,1,1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
0.431929,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
0.3759554171,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
0.4806646301,1,1,1,5,0,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.4449273622,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
0.7747865903,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.5675263031,1,0,0,4,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
0.2084106694,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.4863588679,1,0,1,3,2,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
0.3715929513,1,1,1,3,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
0.4380103842,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
0.3900112191,1,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
0.3307771935,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.5889931124,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
0.34749205,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.2728793486,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
0.6277455898,1,0,1,3,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
0.3617024291,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
0.5459056295,1,1,1,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.4080435067,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.4758758961,1,1,1,8,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
0.5774751971,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.4310793336,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
0.4760320342,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
0.5491357167,1,0,1,4,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
0.5680748382,1,1,1,3,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.431929,1,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
0.6046764589,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.6041445863,1,0,1,1,0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.4702835468,1,1,1,3,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
0.3440723769,1,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
0.6037817693,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
0.492318609,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
0.6218943396,1,1,1,5,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.3746378694,1,0,0,2,1,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
0.4272709278,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
0.1529721602,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.4217496501,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
0.4897229839,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.431929,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
0.5608112659,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
0.5039832952,1,0,1,2,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
0.3680826214,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0.5838715348,1,1,1,3,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
0.4225791031,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
0.7144958955,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0.6033312474,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
0.5696455478,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.4133785304,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.3549288973,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
0.5815890954,1,0,0,1,1,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
0.6492978772,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.6888318025,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.4231474869,0,1,1,7,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
0.5238112937,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
0.7469425181,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
0.3848447185,1,1,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
0.348331,0,1,1,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
0.5992892338,1,1,1,0,1,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.2467491275,0,1,1,3,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
0.4869348895,1,0,1,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
0.6970364931,1,1,1,5,0,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
0.5640568763,1,0,1,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
0.6686845608,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
0.348331,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.7909562646,1,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
0.2474110447,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.6723865153,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
0.613827,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.3352831361,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
0.5672553075,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
0.5281550824,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
0.6183782576,0,1,1,4,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
0.5384105309,0,1,1,0,0,5,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
0.6093146351,1,1,1,5,1,3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.6652789616,0,0,1,3,1,7,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
0.5571502499,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
0.5952325908,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
0.7065178186,1,1,1,4,1,7,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
0.5224994189,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
0.613827,1,1,1,5,0,11,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
0.5887079919,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0.3061509688,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
0.6008357673,1,0,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
0.6334034736,1,1,1,1,1,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
0.348331,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.4163255994,0,0,1,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.6760102629,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
0.2727052693,1,1,1,4,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
0.6626210554,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
0.4401833388,1,1,1,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
0.5241410821,0,1,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
0.4413140198,0,1,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
0.6820575427,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
0.6974620125,1,0,1,0,1,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.6514572449,1,1,1,6,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
0.613827,1,1,1,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0.6063735697,1,1,1,5,1,5,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
0.3316889107,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
0.613827,1,1,1,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
0.3093306042,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
0.523659,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
0.6370954702,1,0,1,9,1,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
0.4149098005,0,0,1,1,0,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0.4374168346,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
0.5317340906,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
0.4645345001,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
0.5626535,1,1,1,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
0.6146903888,0,0,1,4,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
0.2862044072,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
0.5872814257,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
