ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
240130,16-25,male,majority,0-9y,high school,poverty,0.3780184846,1,before 2015,0,1,10238,12000,sedan,0,0,0,1
598271,26-39,female,majority,10-19y,university,middle class,0.5780625582,1,before 2015,0,0,10238,,sedan,0,0,0,0
215682,65+,female,minority,30y+,high school,middle class,0.6499401198,1,before 2015,1,1,10238,13000,sedan,5,0,0,0
331067,65+,female,majority,30y+,none,upper class,0.6867893997,1,after 2015,1,1,10238,13000,sedan,2,1,2,0
140764,26-39,male,majority,10-19y,none,poverty,,0,before 2015,0,0,10238,12000,sedan,1,0,1,1
290615,26-39,male,minority,10-19y,high school,working class,0.3637033472,0,before 2015,0,1,10238,12000,sedan,2,0,2,1
988795,26-39,male,majority,10-19y,university,middle class,0.4334373333,1,before 2015,0,0,32765,13000,sports car,1,0,1,0
263950,26-39,male,majority,10-19y,high school,working class,0.5099082075,1,after 2015,0,0,10238,12000,sedan,1,1,4,0
936328,40-64,female,majority,20-29y,high school,upper class,0.6469843287,1,before 2015,0,1,10238,14000,sedan,4,0,0,0
488928,16-25,male,majority,0-9y,none,poverty,0.3491647332,0,before 2015,0,1,10238,13000,sedan,0,0,0,1
253805,40-64,female,majority,20-29y,high school,middle class,0.6145932545,1,before 2015,0,1,10238,13000,sedan,1,0,1,0
346658,16-25,female,majority,0-9y,high school,middle class,0.4998626812,1,before 2015,0,1,10238,14000,sedan,0,0,0,0
212512,40-64,female,majority,0-9y,high school,upper class,0.640130007,1,before 2015,1,1,32765,8000,sedan,0,0,0,1
266723,40-64,female,majority,20-29y,university,upper class,0.7568497361,1,after 2015,0,1,10238,16000,sedan,0,1,2,0
94106,26-39,female,majority,0-9y,university,middle class,0.6989972463,1,before 2015,1,1,10238,10000,sedan,0,0,0,0
956081,26-39,female,minority,10-19y,high school,poverty,0.2868040259,0,before 2015,0,0,10238,17000,sedan,0,0,2,1
945496,40-64,female,majority,20-29y,university,upper class,0.5448257366,1,after 2015,0,1,32765,12000,sedan,3,1,1,0
114580,65+,male,majority,30y+,university,upper class,0.5820103078,1,before 2015,1,1,92101,10000,sedan,3,2,1,0
35009,16-25,male,majority,0-9y,none,working class,0.3240569486,0,before 2015,1,1,32765,9000,sedan,0,0,0,1
409758,40-64,male,majority,0-9y,university,middle class,0.6200322323,0,before 2015,1,1,10238,10000,sports car,0,0,0,0
456703,40-64,female,majority,20-29y,none,poverty,0.507636107,0,before 2015,1,1,32765,7000,sedan,6,0,0,0
264463,26-39,male,minority,10-19y,none,working class,0.3162075142,0,before 2015,1,1,10238,10000,sedan,1,0,4,1
580209,40-64,male,minority,10-19y,high school,upper class,0.7243925071,1,after 2015,1,1,10238,7000,sedan,2,0,4,0
326435,40-64,female,majority,20-29y,none,working class,0.5494309987,0,before 2015,0,0,32765,8000,sedan,4,1,2,0
480276,65+,female,majority,20-29y,university,upper class,0.5604292078,0,after 2015,1,1,32765,9000,sedan,0,1,0,0
881811,16-25,female,majority,0-9y,high school,poverty,0.3176442548,0,before 2015,0,0,10238,18000,sedan,0,0,0,1
374794,26-39,male,majority,10-19y,none,working class,0.407362356,0,before 2015,0,1,10238,15000,sedan,2,0,1,1
354854,16-25,male,minority,0-9y,none,poverty,0.3097904471,1,before 2015,0,0,32765,10000,sedan,0,0,0,1
682240,40-64,female,majority,20-29y,high school,upper class,0.5891640296,1,before 2015,0,1,10238,11000,sedan,0,0,3,0
669186,40-64,male,majority,0-9y,university,upper class,0.5999925101,1,before 2015,0,1,10238,10000,sedan,0,0,0,1
798627,26-39,male,majority,10-19y,university,middle class,,1,before 2015,1,1,92101,10000,sedan,2,1,0,0
285501,16-25,female,majority,0-9y,none,poverty,0.4379223037,0,before 2015,0,0,32765,13000,sedan,0,0,0,1
593292,16-25,female,majority,0-9y,none,poverty,0.3404890676,0,before 2015,0,1,32765,10000,sedan,0,0,0,1
649724,26-39,female,minority,10-19y,university,upper class,0.4856337045,1,after 2015,0,0,32765,11000,sedan,1,0,1,0
53151,65+,male,majority,20-29y,high school,upper class,0.6551869767,1,before 2015,1,1,32765,9000,sedan,3,0,1,0
742412,40-64,female,majority,20-29y,high school,middle class,0.4450427635,1,before 2015,0,0,10238,14000,sedan,1,1,1,0
898555,16-25,female,majority,0-9y,high school,working class,,1,before 2015,1,0,10238,12000,sedan,0,0,0,0
685826,16-25,male,majority,0-9y,high school,poverty,0.298038647,0,before 2015,0,0,10238,15000,sedan,0,0,0,1
650607,26-39,female,majority,10-19y,high school,working class,0.2918006115,1,before 2015,0,1,10238,11000,sedan,0,0,2,0
653656,40-64,female,minority,0-9y,high school,upper class,0.6387300964,1,before 2015,1,1,32765,9000,sedan,0,0,0,0
470627,26-39,male,majority,10-19y,none,working class,0.5756097026,0,before 2015,0,1,10238,12000,sedan,3,1,4,1
703985,16-25,female,majority,0-9y,none,poverty,0.3571772746,0,before 2015,0,1,10238,12000,sedan,0,0,0,1
110908,40-64,male,majority,10-19y,university,upper class,0.6412933802,1,after 2015,1,1,10238,12000,sedan,2,0,0,0
762382,26-39,male,majority,10-19y,university,middle class,0.6629741253,1,after 2015,1,1,32765,8000,sports car,4,0,3,0
932849,16-25,female,majority,0-9y,none,poverty,0.4752618545,0,before 2015,0,1,10238,10000,sedan,0,0,0,1
69295,40-64,male,majority,20-29y,university,middle class,0.4378821691,1,before 2015,0,0,10238,11000,sedan,2,0,7,0
568413,26-39,male,majority,10-19y,university,middle class,0.5412294511,0,before 2015,0,0,10238,13000,sedan,3,0,0,1
427575,16-25,male,majority,0-9y,university,middle class,0.6088289573,1,after 2015,0,0,10238,14000,sedan,0,0,0,0
624500,40-64,male,majority,0-9y,none,working class,0.4764828551,1,before 2015,1,1,10238,8000,sedan,0,0,0,0
939343,40-64,male,majority,20-29y,university,upper class,0.602091887,1,before 2015,0,1,10238,19000,sedan,1,0,2,1
857032,65+,female,minority,20-29y,high school,upper class,0.434959014,1,before 2015,1,1,10238,7000,sedan,6,0,3,0
583790,26-39,female,majority,10-19y,none,working class,0.4053779921,1,before 2015,0,0,32765,13000,sedan,2,0,1,1
66507,40-64,male,majority,20-29y,university,upper class,0.4997298868,1,after 2015,0,1,10238,12000,sedan,0,0,2,0
660963,16-25,male,majority,0-9y,university,middle class,0.4637218969,1,after 2015,0,0,10238,,sedan,0,0,0,1
396892,16-25,male,majority,0-9y,none,poverty,0.2752720005,0,before 2015,0,1,10238,13000,sports car,0,0,0,1
787390,40-64,male,majority,20-29y,high school,working class,0.4624534607,1,before 2015,0,1,10238,12000,sedan,2,0,2,1
114334,40-64,male,majority,0-9y,none,upper class,0.643991088,1,after 2015,1,1,10238,11000,sedan,0,0,0,0
533851,40-64,male,majority,20-29y,high school,middle class,0.5592778358,0,after 2015,0,1,32765,9000,sedan,5,1,1,0
962897,26-39,male,majority,10-19y,high school,poverty,0.2043133963,1,before 2015,1,1,10238,10000,sedan,3,0,0,0
14622,26-39,male,majority,10-19y,university,middle class,0.4907395124,1,before 2015,1,1,32765,11000,sedan,2,1,0,1
433224,26-39,male,majority,0-9y,high school,middle class,0.4589120362,1,after 2015,0,0,92101,16000,sedan,0,0,0,0
729287,16-25,female,minority,0-9y,high school,poverty,0.1162638006,1,before 2015,0,1,10238,13000,sedan,0,0,0,0
36679,40-64,male,majority,20-29y,university,upper class,0.6388669977,1,after 2015,0,0,10238,16000,sedan,3,1,2,0
558275,26-39,female,majority,10-19y,none,poverty,0.343789945,1,before 2015,0,1,10238,10000,sedan,0,0,0,0
724723,16-25,female,majority,0-9y,none,poverty,,0,before 2015,0,0,10238,,sedan,0,0,0,1
738651,26-39,male,majority,10-19y,university,middle class,0.3956074818,1,after 2015,0,0,10238,15000,sedan,0,0,1,0
200265,65+,male,majority,30y+,university,upper class,0.5300413823,1,before 2015,1,1,10238,9000,sedan,7,2,8,0
904742,40-64,male,majority,10-19y,high school,middle class,0.4388709221,1,before 2015,1,1,10238,,sedan,2,0,2,0
585226,26-39,male,majority,10-19y,high school,middle class,0.4596952131,0,before 2015,0,0,10238,17000,sedan,0,0,0,0
172866,16-25,female,majority,0-9y,none,working class,0.5137348627,0,before 2015,0,0,10238,11000,sedan,0,0,0,1
636846,26-39,male,majority,0-9y,none,working class,0.7170914772,0,before 2015,0,1,10238,14000,sedan,0,0,0,1
277818,40-64,male,majority,10-19y,university,upper class,0.449429484,1,before 2015,0,1,10238,,sedan,3,1,2,1
516380,40-64,male,majority,20-29y,university,middle class,0.4179447025,1,before 2015,0,0,10238,14000,sedan,5,1,4,0
916128,40-64,male,majority,20-29y,university,upper class,0.4808531466,1,after 2015,1,1,92101,10000,sedan,3,1,2,0
833465,16-25,male,majority,0-9y,university,middle class,0.4461315555,1,before 2015,0,0,10238,14000,sedan,0,0,0,1
967513,65+,male,majority,20-29y,high school,upper class,0.739507993,1,after 2015,1,1,10238,11000,sedan,1,0,5,0
4747,40-64,female,majority,20-29y,none,middle class,0.6534312027,1,before 2015,0,1,10238,10000,sedan,0,0,0,0
113033,16-25,male,majority,0-9y,high school,working class,0.4663278969,1,before 2015,0,0,10238,13000,sedan,0,0,0,1
169421,16-25,female,majority,0-9y,university,middle class,0.5647174003,1,after 2015,0,1,10238,14000,sedan,0,0,0,0
461175,40-64,male,majority,20-29y,high school,middle class,0.5846008676,1,after 2015,0,1,10238,,sedan,3,2,1,0
768887,40-64,male,majority,10-19y,university,upper class,0.5390140537,0,after 2015,1,1,10238,11000,sedan,2,0,4,0
869635,40-64,male,majority,20-29y,none,working class,0.4050360479,1,before 2015,0,1,10238,11000,sedan,2,0,2,0
889608,26-39,male,majority,10-19y,high school,working class,0.4534713351,0,before 2015,0,1,10238,11000,sedan,1,0,3,1
645837,40-64,male,majority,20-29y,university,upper class,0.5627757083,1,before 2015,1,1,10238,14000,sports car,3,1,0,0
529269,16-25,female,majority,0-9y,high school,working class,0.4439945158,1,before 2015,1,0,10238,12000,sedan,0,0,0,1
660589,65+,male,majority,30y+,high school,upper class,0.7095147984,1,before 2015,0,1,32765,10000,sedan,11,1,1,0
366205,16-25,male,majority,0-9y,high school,working class,0.2160364344,1,before 2015,0,0,10238,15000,sedan,0,0,0,0
147573,16-25,male,majority,0-9y,high school,poverty,0.3412799505,1,before 2015,0,0,10238,14000,sedan,0,0,0,1
980859,16-25,male,majority,0-9y,none,poverty,0.4530467617,1,after 2015,1,0,10238,12000,sedan,0,0,0,0
719606,26-39,male,majority,10-19y,university,upper class,0.4892065918,1,before 2015,1,1,10238,9000,sports car,2,1,0,0
493290,65+,female,majority,30y+,high school,working class,0.6526913007,0,before 2015,1,1,10238,11000,sedan,0,0,3,0
946287,65+,female,majority,30y+,high school,upper class,0.4772941489,1,after 2015,1,1,32765,6000,sedan,5,0,1,0
888398,40-64,female,majority,20-29y,university,upper class,,1,before 2015,0,0,10238,13000,sedan,2,0,3,0
967160,16-25,male,majority,0-9y,high school,working class,0.3308445836,1,after 2015,0,0,32765,13000,sedan,0,0,0,0
381397,40-64,female,majority,10-19y,high school,upper class,0.4877976265,1,after 2015,0,0,32765,12000,sports car,3,0,0,0
41476,65+,female,majority,10-19y,high school,middle class,,1,before 2015,0,1,92101,14000,sedan,1,1,0,0
71738,65+,female,majority,30y+,university,upper class,0.6096020844,1,before 2015,0,1,10238,12000,sedan,2,1,3,0
629213,26-39,female,majority,10-19y,university,upper class,0.5337010548,1,before 2015,0,1,32765,,sedan,2,0,1,1
287667,26-39,female,majority,0-9y,university,upper class,0.7052405615,1,before 2015,1,1,10238,10000,sedan,0,0,0,0
930890,26-39,male,majority,10-19y,none,working class,,1,before 2015,0,1,10238,11000,sedan,2,0,1,0
364501,26-39,male,majority,0-9y,high school,middle class,0.6947469625,1,before 2015,0,1,10238,13000,sedan,0,0,0,1
14977,26-39,male,majority,10-19y,high school,middle class,0.5366566784,1,after 2015,0,0,32765,13000,sedan,1,0,1,0
40972,65+,female,majority,30y+,university,upper class,0.43333212,1,after 2015,0,1,10238,11000,sedan,3,0,2,0
149264,16-25,female,majority,0-9y,high school,working class,0.5339210939,1,after 2015,0,1,32765,15000,sedan,0,0,0,1
352772,26-39,female,majority,10-19y,none,middle class,0.6331218784,0,before 2015,0,0,10238,15000,sedan,1,0,0,1
606131,16-25,female,majority,0-9y,high school,poverty,0.3145040661,1,after 2015,0,0,10238,16000,sedan,0,0,0,1
901806,16-25,female,minority,0-9y,high school,poverty,0.2525014822,1,before 2015,0,1,10238,9000,sedan,0,0,0,1
25407,16-25,male,majority,0-9y,none,poverty,0.2992844003,0,before 2015,0,1,32765,13000,sedan,0,0,0,1
923149,65+,female,majority,0-9y,university,upper class,0.7576240019,1,before 2015,1,1,10238,14000,sedan,0,0,0,0
309220,26-39,male,minority,10-19y,none,poverty,0.4032471382,0,before 2015,0,0,10238,,sedan,2,0,2,0
702797,40-64,female,majority,20-29y,high school,middle class,,0,before 2015,1,1,32765,5000,sedan,3,0,3,0
471696,40-64,male,majority,10-19y,university,middle class,0.3803560287,0,before 2015,1,1,10238,8000,sedan,2,0,2,1
97081,26-39,male,minority,10-19y,none,poverty,0.3573810138,1,before 2015,0,0,10238,14000,sedan,0,1,1,1
698126,40-64,male,majority,20-29y,university,upper class,0.7017698029,1,after 2015,1,1,10238,11000,sedan,3,0,3,0
740753,40-64,male,majority,0-9y,university,upper class,0.5427892835,1,after 2015,1,1,32765,12000,sedan,0,0,0,0
899267,65+,female,majority,30y+,high school,upper class,0.5434466457,1,before 2015,1,1,10238,,sedan,4,1,2,0
39690,40-64,female,minority,0-9y,high school,upper class,0.5792880833,1,before 2015,1,1,10238,13000,sedan,0,0,0,0
273754,16-25,male,minority,0-9y,high school,working class,0.4319343002,1,before 2015,1,0,10238,13000,sedan,0,0,0,1
544613,16-25,male,majority,0-9y,high school,poverty,0.4814387645,0,before 2015,0,0,32765,13000,sedan,0,0,0,1
596471,40-64,male,majority,0-9y,university,upper class,0.6970945487,1,after 2015,1,1,10238,10000,sedan,0,0,0,0
58313,26-39,male,minority,10-19y,high school,working class,0.499699257,1,before 2015,0,0,10238,16000,sedan,2,0,0,0
399343,16-25,female,majority,0-9y,high school,poverty,0.3159066851,0,before 2015,0,0,32765,12000,sedan,0,0,0,1
247693,16-25,female,majority,0-9y,high school,poverty,0.487319748,1,before 2015,0,1,10238,16000,sedan,0,0,0,1
871443,40-64,female,majority,20-29y,university,upper class,,1,before 2015,1,1,10238,13000,sedan,1,0,1,0
835632,26-39,male,majority,10-19y,university,middle class,,0,before 2015,1,0,32765,12000,sedan,1,1,0,1
841651,65+,female,majority,30y+,university,upper class,0.5758531879,1,after 2015,0,1,21217,13000,sedan,5,0,1,1
819823,26-39,female,majority,10-19y,none,working class,0.4789087237,1,before 2015,1,1,10238,11000,sedan,0,1,0,0
565255,16-25,male,majority,0-9y,university,working class,0.4814229489,1,before 2015,0,1,10238,13000,sedan,0,0,0,0
622256,16-25,female,majority,0-9y,high school,upper class,0.5914786922,1,before 2015,1,1,10238,13000,sedan,0,0,0,0
170305,26-39,female,majority,10-19y,university,upper class,0.6836425135,0,after 2015,0,1,10238,8000,sedan,0,1,1,0
294405,40-64,male,majority,20-29y,none,poverty,0.2812613732,0,before 2015,0,0,32765,14000,sedan,3,1,1,0
601392,65+,female,majority,20-29y,high school,upper class,0.5173006019,1,after 2015,1,1,32765,8000,sedan,3,1,1,0
563041,40-64,female,majority,0-9y,university,upper class,0.8378248302,1,after 2015,0,1,32765,,sedan,0,0,0,0
372710,40-64,male,majority,20-29y,high school,middle class,0.6216371393,1,before 2015,0,1,10238,16000,sedan,2,0,2,0
891189,16-25,female,majority,0-9y,high school,poverty,0.358633274,1,before 2015,0,0,10238,15000,sedan,0,0,0,0
523455,26-39,female,majority,10-19y,high school,middle class,0.438322037,0,before 2015,0,0,10238,17000,sedan,2,0,0,0
435966,16-25,male,majority,0-9y,high school,working class,0.532532392,0,before 2015,0,0,10238,13000,sedan,0,0,0,1
762720,16-25,male,majority,0-9y,none,poverty,0.3071218456,0,before 2015,0,1,32765,10000,sedan,0,0,0,1
616839,16-25,male,minority,0-9y,university,upper class,0.5425747719,1,before 2015,0,0,10238,14000,sedan,0,0,0,1
694861,40-64,male,majority,20-29y,high school,upper class,0.5299866282,1,after 2015,1,1,92101,10000,sedan,2,0,0,0
290229,40-64,female,minority,20-29y,none,poverty,0.3405721843,0,before 2015,0,0,10238,14000,sedan,1,0,0,1
840160,65+,female,majority,0-9y,high school,upper class,0.5670436318,1,before 2015,1,1,32765,,sedan,0,0,0,0
183967,65+,female,majority,10-19y,university,upper class,0.5912125917,1,after 2015,1,1,10238,13000,sedan,1,0,1,0
258115,40-64,male,majority,20-29y,university,upper class,0.4935291742,1,before 2015,1,0,10238,8000,sedan,1,0,5,0
406487,16-25,male,majority,0-9y,high school,poverty,0.2831110622,1,before 2015,0,0,10238,12000,sedan,0,0,0,1
566498,26-39,female,majority,0-9y,high school,middle class,0.4781271309,1,before 2015,1,1,92101,11000,sedan,0,0,0,0
466544,65+,male,majority,30y+,university,upper class,0.5723337906,1,after 2015,1,1,10238,13000,sedan,4,0,5,0
6708,26-39,female,majority,10-19y,none,middle class,0.6955855054,1,after 2015,0,1,32765,15000,sedan,2,0,0,1
999039,26-39,female,majority,10-19y,university,middle class,0.4970631199,1,before 2015,1,1,32765,8000,sedan,1,0,0,0
600353,65+,female,majority,30y+,university,upper class,0.6366852095,1,after 2015,1,1,10238,8000,sedan,4,1,0,0
395714,26-39,female,majority,10-19y,none,working class,0.3524475174,0,before 2015,0,1,32765,8000,sedan,1,0,0,0
575033,40-64,male,majority,20-29y,high school,upper class,0.5681059174,0,before 2015,1,1,10238,9000,sedan,7,0,3,0
653396,16-25,male,majority,0-9y,high school,poverty,0.2511179745,1,before 2015,0,0,10238,14000,sedan,0,0,0,1
104896,40-64,male,majority,20-29y,high school,upper class,0.6479894268,1,after 2015,1,1,10238,14000,sedan,3,1,2,0
279225,40-64,male,majority,10-19y,high school,middle class,0.6244125384,1,before 2015,0,1,32765,11000,sedan,4,0,0,1
490664,65+,male,majority,10-19y,university,upper class,0.6530763484,1,before 2015,1,1,10238,14000,sedan,0,0,0,0
126494,65+,male,majority,30y+,university,upper class,0.4482580061,1,after 2015,0,1,32765,9000,sports car,19,1,0,0
913629,26-39,female,majority,0-9y,university,upper class,0.5876689303,1,before 2015,1,1,10238,14000,sedan,0,0,0,0
235478,40-64,female,majority,20-29y,none,working class,0.4585473867,0,after 2015,0,1,10238,14000,sedan,1,0,0,0
873356,16-25,male,majority,0-9y,none,working class,0.5831965364,1,before 2015,0,1,10238,,sedan,0,0,0,1
25377,26-39,male,majority,0-9y,university,upper class,0.6384537593,1,after 2015,1,1,10238,7000,sedan,0,0,0,0
613301,65+,male,majority,30y+,none,upper class,0.5738524983,1,after 2015,1,1,10238,10000,sedan,9,1,5,0
786160,65+,male,majority,0-9y,university,upper class,0.5556246834,1,after 2015,1,1,10238,10000,sedan,0,0,0,0
951670,16-25,female,majority,0-9y,university,middle class,0.4846957121,1,before 2015,0,0,32765,8000,sedan,0,0,0,0
908561,40-64,male,majority,20-29y,university,working class,0.4594079459,0,before 2015,0,0,10238,14000,sedan,1,1,2,0
829918,26-39,male,majority,10-19y,high school,upper class,0.5289724614,1,before 2015,1,1,10238,10000,sedan,0,0,2,0
559866,26-39,female,majority,10-19y,high school,poverty,0.5273394341,0,before 2015,0,0,92101,15000,sports car,2,1,0,1
41553,16-25,male,majority,0-9y,high school,working class,0.2686203222,1,before 2015,0,0,10238,13000,sedan,0,0,0,1
216935,40-64,female,majority,10-19y,none,poverty,0.4556838293,0,before 2015,0,1,32765,6000,sedan,0,0,0,0
591329,40-64,female,majority,20-29y,none,middle class,,1,before 2015,0,0,32765,11000,sedan,4,0,0,0
200691,16-25,male,majority,0-9y,high school,poverty,0.2619796286,1,before 2015,0,0,10238,12000,sedan,0,0,0,1
719567,40-64,female,minority,0-9y,none,poverty,0.3827473466,0,before 2015,1,1,10238,10000,sedan,0,0,0,1
118986,65+,male,majority,30y+,university,upper class,0.6243246516,1,before 2015,1,1,10238,10000,sedan,6,0,6,0
5924,26-39,female,majority,10-19y,high school,poverty,0.3250074746,0,before 2015,0,1,10238,11000,sedan,0,0,1,1
659796,40-64,female,majority,10-19y,university,middle class,,0,before 2015,1,1,10238,8000,sedan,1,0,4,0
406082,65+,female,majority,30y+,high school,upper class,0.7485494336,0,after 2015,1,1,32765,10000,sedan,8,0,7,0
800726,65+,female,majority,30y+,university,upper class,,0,before 2015,1,1,32765,9000,sedan,9,0,0,0
278892,26-39,male,majority,10-19y,high school,working class,0.4811909309,0,after 2015,0,1,10238,13000,sedan,1,1,1,0
431795,65+,female,majority,30y+,high school,upper class,0.5173495976,1,after 2015,1,1,32765,6000,sedan,10,0,2,0
325554,16-25,male,majority,0-9y,university,upper class,0.634577181,1,before 2015,0,1,10238,10000,sedan,0,0,0,1
766245,16-25,male,majority,0-9y,high school,working class,0.1237946155,1,before 2015,0,0,10238,11000,sedan,0,0,0,1
299897,26-39,female,majority,10-19y,none,working class,0.3648866465,0,before 2015,0,0,10238,14000,sedan,1,0,0,0
17502,26-39,female,majority,10-19y,high school,middle class,0.5435232654,1,before 2015,1,1,10238,12000,sedan,0,0,1,0
33483,65+,male,majority,10-19y,university,upper class,0.7652857085,0,after 2015,1,1,10238,10000,sedan,2,0,1,0
223211,40-64,female,majority,10-19y,university,upper class,0.5748734377,0,before 2015,1,1,10238,13000,sedan,2,0,0,0
479360,65+,male,majority,10-19y,university,upper class,0.6528730843,0,before 2015,1,1,10238,12000,sedan,0,0,2,1
68125,65+,male,minority,30y+,university,upper class,0.7466721714,1,after 2015,0,1,10238,17000,sedan,1,1,2,0
728209,26-39,male,majority,0-9y,none,poverty,0.396997084,0,before 2015,0,0,10238,14000,sedan,0,0,0,1
159702,40-64,female,majority,20-29y,high school,upper class,,1,after 2015,1,1,10238,13000,sedan,1,0,1,0
862594,65+,male,majority,30y+,university,upper class,0.5578691421,1,before 2015,1,1,32765,,sedan,6,1,4,0
982150,16-25,male,majority,0-9y,university,middle class,0.4788538425,0,before 2015,1,0,10238,16000,sedan,0,0,0,1
788465,26-39,female,majority,10-19y,none,poverty,0.2983550594,0,before 2015,0,1,32765,10000,sedan,2,0,1,1
665832,40-64,male,majority,20-29y,high school,upper class,0.6929337498,1,before 2015,1,1,10238,,sedan,4,3,6,0
307540,40-64,male,majority,20-29y,none,upper class,0.5971950273,1,before 2015,1,1,10238,11000,sedan,5,1,5,0
509164,16-25,male,majority,0-9y,none,poverty,,0,before 2015,0,1,10238,,sedan,0,0,0,1
28882,26-39,female,majority,10-19y,university,middle class,,1,after 2015,0,1,10238,13000,sedan,0,0,0,0
113052,26-39,male,majority,0-9y,high school,middle class,0.7347001277,1,before 2015,0,0,10238,16000,sedan,0,0,0,1
902987,26-39,female,majority,0-9y,university,upper class,0.7943143736,1,after 2015,0,1,10238,11000,sedan,0,0,0,0
410728,40-64,female,majority,20-29y,high school,upper class,0.6827824261,1,after 2015,1,1,32765,9000,sedan,4,0,0,0
772749,65+,male,minority,0-9y,university,upper class,0.6129038868,1,after 2015,1,1,10238,11000,sedan,0,0,0,0
260884,40-64,male,majority,0-9y,high school,upper class,0.5885745201,0,after 2015,0,1,10238,11000,sedan,0,0,0,0
512062,40-64,male,majority,20-29y,high school,upper class,,1,before 2015,1,1,32765,10000,sedan,4,0,0,0
802909,26-39,female,minority,0-9y,none,middle class,0.3642412379,0,after 2015,0,0,10238,15000,sedan,0,0,0,1
825302,40-64,male,majority,20-29y,high school,middle class,0.5994201344,1,before 2015,0,1,10238,14000,sedan,3,2,1,0
784441,40-64,female,majority,10-19y,none,poverty,0.2335483431,0,before 2015,0,1,10238,13000,sedan,0,1,0,0
8309,16-25,male,majority,0-9y,high school,middle class,0.5193228045,1,after 2015,0,1,92101,,sedan,0,0,0,1
330143,26-39,female,minority,10-19y,university,upper class,0.7345562558,1,before 2015,1,1,10238,9000,sedan,0,1,0,0
360864,40-64,male,majority,10-19y,high school,middle class,,1,after 2015,0,1,10238,14000,sedan,0,0,1,0
891782,16-25,male,majority,0-9y,high school,poverty,0.1555965806,0,before 2015,0,0,10238,13000,sedan,0,0,0,1
783720,26-39,male,minority,10-19y,high school,middle class,0.5358780118,0,before 2015,0,1,10238,11000,sedan,0,0,1,0
409125,26-39,male,majority,0-9y,university,upper class,0.571456342,1,after 2015,0,1,10238,11000,sedan,0,0,0,0
64931,65+,female,majority,30y+,university,upper class,0.6700919451,0,before 2015,1,1,92101,11000,sedan,1,0,1,0
732342,65+,female,majority,30y+,high school,upper class,0.5743148525,1,before 2015,0,1,10238,9000,sedan,2,0,1,0
522923,26-39,male,majority,0-9y,university,upper class,0.6447136435,1,before 2015,0,0,10238,15000,sedan,0,0,0,1
478302,65+,male,majority,30y+,university,upper class,0.5011579905,1,before 2015,1,1,10238,12000,sedan,7,1,4,0
943632,40-64,male,majority,10-19y,university,upper class,0.8382050401,1,after 2015,1,1,10238,10000,sedan,1,0,3,0
19712,26-39,female,minority,10-19y,high school,middle class,0.5246137995,1,before 2015,0,1,10238,12000,sedan,1,0,1,0
276067,65+,male,minority,30y+,none,upper class,0.5548235985,1,after 2015,0,1,10238,15000,sedan,3,1,4,0
579325,65+,female,majority,20-29y,high school,upper class,0.6703727605,1,before 2015,1,0,10238,14000,sedan,4,0,0,0
758718,16-25,male,majority,0-9y,high school,working class,0.1991659324,0,after 2015,1,1,10238,8000,sedan,0,0,0,0
561454,40-64,female,majority,10-19y,university,upper class,,1,before 2015,1,1,32765,8000,sedan,4,0,1,0
882322,26-39,male,majority,0-9y,high school,middle class,0.3457961259,1,before 2015,0,0,32765,12000,sedan,0,0,0,1
35012,40-64,male,majority,20-29y,none,working class,0.4217406406,1,before 2015,0,1,10238,10000,sedan,5,0,4,0
357892,16-25,male,majority,0-9y,high school,poverty,0.3718529804,0,before 2015,1,0,32765,11000,sports car,0,0,0,1
748256,16-25,male,majority,0-9y,high school,poverty,,0,before 2015,0,1,32765,,sedan,0,0,0,1
118047,26-39,male,majority,10-19y,high school,middle class,0.3590967332,1,before 2015,1,0,10238,12000,sedan,0,0,3,0
986745,26-39,female,majority,10-19y,none,poverty,0.2528274653,1,before 2015,0,1,32765,11000,sedan,1,0,1,0
518535,26-39,female,majority,10-19y,university,upper class,0.73879758,0,after 2015,1,0,10238,13000,sedan,1,1,0,0
420012,26-39,male,majority,10-19y,none,poverty,0.3800411829,0,before 2015,0,1,10238,10000,sports car,0,0,2,1
190062,26-39,male,majority,10-19y,high school,working class,0.3724472049,1,before 2015,0,0,10238,14000,sedan,3,1,1,1
836330,40-64,male,majority,20-29y,university,upper class,0.6109676776,1,before 2015,1,1,10238,,sedan,4,1,2,0
688730,40-64,male,majority,20-29y,none,middle class,0.5020311963,0,before 2015,1,1,32765,10000,sedan,9,1,1,0
559448,40-64,female,majority,20-29y,none,working class,,1,before 2015,0,0,10238,15000,sedan,1,0,0,0
272339,16-25,male,majority,0-9y,university,middle class,0.4491866119,1,after 2015,0,0,10238,13000,sedan,0,0,0,1
551851,26-39,female,majority,10-19y,high school,poverty,,1,after 2015,1,0,32765,11000,sedan,1,0,0,0
557804,16-25,female,majority,0-9y,high school,poverty,0.3839383228,0,before 2015,0,0,10238,16000,sedan,0,0,0,1
895279,40-64,female,majority,20-29y,none,middle class,0.4832471845,1,after 2015,0,1,10238,11000,sedan,2,0,0,0
